8388607,8388607,-3309454,938268,8388607,-7149107,-2028450,3367261
8388607,8388607,-3309269,938506,8388607,-7149149,-2028270,3367518
8388607,8388607,-3309484,938162,8388607,-7149263,-2028357,3367691
8388607,8388607,-3309504,938236,8388607,-7149179,-2028566,3367775
8388607,8388607,-3309462,938227,8388607,-7148957,-2028521,3368038
8388607,8388607,-3309337,938474,8388607,-7149032,-2028692,3368379
8388607,8388607,-3309047,938849,8388607,-7148951,-2028614,3368612
8388607,8388607,-3308845,939031,8388607,-7148856,-2028427,3369063
8388607,8388607,-3308907,938961,8388607,-7148673,-2028764,3369201
8388607,8388607,-3308824,938982,8388607,-7148602,-2028633,3369384
8388607,8388607,-3308722,939161,8388607,-7148622,-2028769,3369718
8388607,8388607,-3308149,939939,8388607,-7148731,-2028667,3370104
8388607,8388607,-3307949,940176,8388607,-7148786,-2028561,3370324
8388607,8388607,-3308135,940006,8388607,-7148704,-2028989,3370521
8388607,8388607,-3307895,940353,8388607,-7148200,-2028791,3370926
8388607,8388607,-3307907,940379,8388607,-7148138,-2028971,3371299
8388607,8388607,-3307658,940710,8388607,-7148103,-2028931,3371443
8388607,8388607,-3307686,940561,8388607,-7148302,-2028817,3371875
8388607,8388607,-3307711,940497,8388607,-7148386,-2029147,3372066
8388607,8388607,-3307422,940866,8388607,-7148119,-2028946,3372314
8388607,8388607,-3307042,941480,8388607,-7148198,-2029012,3372771
8388607,8388607,-3306807,941687,8388607,-7148336,-2028847,3373135
8388607,8388607,-3306882,-4194304,8388607,8388607,-3307067,941329
8388607,8388607,-3307055,941332,8388607,-7148328,-2029325,3373393
8388607,8388607,-3306682,941869,8388607,-7148199,-2029117,3373808
8388607,8388607,-3306444,942189,8388607,-7148406,-2029284,3374198
8388607,8388607,-3306132,942653,8388607,-7148184,-2029195,3374348
8388607,8388607,-3306176,942696,8388607,-7148007,-2029344,3374583
8388607,8388607,-3306112,942674,8388607,-7148029,-2029341,3374954
8388607,8388607,-3305976,942803,8388607,-7147799,-2029113,3375277
8388607,8388607,-3305732,943241,8388607,-7147617,-2029219,3375699
8388607,8388607,-3305492,943352,8388607,-7147747,-2028916,3376191
8388607,8388607,-3305684,943147,8388607,-7147847,-2029254,3376491
8388607,8388607,-3305581,943261,8388607,-7147689,-2029252,3376670
8388607,8388607,-3305121,943922,8388607,-7147478,-2029031,3377161
8388607,8388607,-3305097,943996,8388607,-7147601,-2029264,3377408
8388607,8388607,-3304954,944111,8388607,-7147642,-2029101,3377631
8388607,8388607,-3304845,944398,8388607,-7147494,-2029313,3377911
8388607,8388607,-3304775,944412,8388607,-7147275,-2029187,3378341
8388607,8388607,-3304499,944736,8388607,-7147221,-2028949,3378723
8388607,8388607,-3304519,944695,8388607,-7147409,-2029151,3379070
8388607,8388607,-3304096,945331,8388607,-7147118,-2028986,3379402
8388607,8388607,-3304108,945464,8388607,-7147153,-2029346,3379618
8388607,8388607,-3303901,945702,8388607,-7147188,-2029221,3379843
8388607,8388607,-3303712,945888,8388607,-7147256,-2029074,3380361
8388607,8388607,-3303852,945609,8388607,-7146900,-2029243,3380643
8388607,8388607,-3303716,945861,8388607,-7146937,-2029142,3380813
8388607,8388607,-3303782,945730,8388607,-7146866,-2029417,3381084
8388607,8388607,-3303142,946523,8388607,-7146811,-2029031,3381585
8388607,8388607,-3302917,946892,8388607,-7146727,-2028986,-4194304
8388607,8388607,-3303165,946485,8388607,-7146702,-2029200,3382064
8388607,8388607,-3302751,947240,8388607,-7146763,-2029135,3382394
8388607,8388607,-3302781,947163,8388607,-7146757,-2029366,3382684
8388607,8388607,-3302432,947541,8388607,-7146569,-2029119,3382966
8388607,8388607,-3302321,947692,8388607,-7146723,-2029157,3383364
8388607,8388607,-3302283,947833,8388607,-7146729,-2029308,3383507
8388607,8388607,-3302154,948025,8388607,-7146551,-2029233,3383684
8388607,8388607,-3302429,947530,8388607,-7146627,-2029441,3384014
8388607,8388607,-3301718,948516,8388607,-7146334,-2029091,3384468
8388607,8388607,-3301875,948363,8388607,-7146627,-2029419,3384728
8388607,8388607,-3301847,948425,8388607,-7146504,-2029512,3384749
8388607,8388607,-3301735,948596,8388607,-7146394,-2029404,3385118
8388607,8388607,-3301585,948644,8388607,-7146390,-2029484,3385549
8388607,8388607,-3301208,949183,8388607,-7146207,-2029251,3385804
8388607,8388607,-3301474,948788,8388607,-7146201,-2029489,3386125
8388607,8388607,-3301221,949138,8388607,-7145962,-2029502,3386389
8388607,8388607,-3301254,949009,8388607,-7145942,-2029456,3386586
8388607,8388607,-3301136,949104,8388607,-7146042,-2029592,3386969
8388607,8388607,-3300604,949911,8388607,-7146034,-2029320,3387427
8388607,8388607,-3300931,949386,8388607,-7146213,-2029744,3387581
8388607,8388607,-3300764,949575,8388607,-7145931,-2029672,3387728
8388607,8388607,-3300523,949922,8388607,-7145718,-2029620,3388154
8388607,8388607,-3300056,950546,8388607,-7145776,-2029547,3388524
8388607,8388607,-3299820,950839,8388607,-7145636,-2029349,3388744
8388607,8388607,-3300122,950584,8388607,-7145417,-2029749,3388852
8388607,8388607,-3299809,951064,8388607,-7145466,-2029547,3389213
8388607,8388607,-3299762,951124,8388607,-4194304,8388607,8388607
8388607,8388607,-3299872,950769,8388607,-7145632,-2029604,3389838
8388607,8388607,-3299507,951350,8388607,-7145612,-2029449,3390228
8388607,8388607,-3299504,951481,8388607,-7145466,-2029850,3390328
8388607,8388607,-3299267,951807,8388607,-7145381,-2029694,3390492
8388607,8388607,-3299117,951993,8388607,-7145344,-2029645,3390963
8388607,8388607,-3298989,952060,8388607,-7145259,-2029575,3391388
8388607,8388607,-3298956,952073,8388607,-7145237,-2029501,3391582
8388607,8388607,-3298965,952264,8388607,-7145173,-2029989,3391629
8388607,8388607,-3298702,952524,8388607,-7145045,-2029782,3392035
8388607,8388607,-4194304,8388607,8388607,-3298801,952236,8388607
8388607,8388607,-3298636,952465,8388607,-7145040,-2029817,3392564
8388607,8388607,-3298465,952797,8388607,-7144812,-2029884,3392791
8388607,8388607,-3298314,952905,8388607,-7145037,-2030073,3393055
8388607,8388607,-3298123,953061,8388607,-7144955,-2029844,3393329
8388607,8388607,-3297962,953196,8388607,-7144729,-2029897,3393780
8388607,8388607,-3297501,953860,8388607,-7144477,-2029728,3394079
8388607,8388607,-3297393,954146,8388607,-7144443,-2029763,3394223
8388607,8388607,-3297647,953663,8388607,-7144630,-2030042,3394494
8388607,8388607,-3297006,954501,8388607,-7144252,-2029700,3395026
8388607,8388607,-3296869,954708,8388607,-7144102,-2029989,3395269
8388607,8388607,-3296711,954849,8388607,-7144182,-2029884,3395398
8388607,8388607,-3296868,954600,8388607,-7144460,-2030015,3395644
8388607,8388607,-3296472,955173,8388607,-7144334,-2030006,3395946
8388607,8388607,-3296173,955534,8388607,-7144039,-2029786,3396265
8388607,8388607,-3296281,955278,8388607,-7143951,-2030057,3396572
8388607,8388607,-3296094,955464,8388607,-7143901,-2029899,3396861
8388607,8388607,-3296152,955389,8388607,-7143895,-2030161,3397150
8388607,8388607,-3296081,955466,8388607,-7143842,-2030132,3397294
8388607,8388607,-3295405,956426,8388607,-7143641,-2029799,3397826
8388607,8388607,-3295402,956371,8388607,-7143869,-2030089,3398010
8388607,8388607,-3295275,956601,8388607,-7143851,-2030039,3398066
8388607,8388607,-3295328,956576,8388607,-7143537,-2030235,3398273
8388607,8388607,-3295021,956858,8388607,-7143457,-2030025,3398693
8388607,8388607,-3295129,956694,8388607,-7143376,-2030074,3398990
8388607,8388607,-3295101,956741,8388607,-7143310,-2030224,3399047
8388607,8388607,-3294750,957383,8388607,-7143035,-2030155,3399293
8388607,8388607,-3294984,956913,8388607,-7143227,-2030407,3399600
8388607,8388607,-3294679,957239,8388607,-7143170,3,-5
8388607,8388607,-3294256,957921,8388607,-7143062,-2030123,3400254
8388607,8388607,-3294353,957741,8388607,-7143089,-2030327,3400390
8388607,8388607,-3293997,958311,8388607,-7143146,-2030144,3400603
8388607,8388607,-3294161,958067,8388607,-7143187,-2030398,3400866
8388607,8388607,-3293727,958416,8388607,-7142901,-2030069,3401336
8388607,8388607,-3293650,958641,8388607,-7143069,-2030328,3401581
8388607,8388607,-3293702,958544,8388607,-7143185,-2030489,3401589
8388607,8388607,-3293659,958509,8388607,-7142953,-2030328,3401939
8388607,8388607,-3293566,958609,8388607,-7143047,-2030411,3402318
8388607,8388607,-3293277,958978,8388607,-7142974,-2030236,3402551
